Protein_ID,Vina_Score,FlexX_Score,HYDE_Lower_nM,HYDE_Upper_nM,FlexX_Poses
clean_4J3M,-8.0,-15.04,7417172.758306,736939967.333667,10
clean_4JII,-8.0,-12.30,550037.516986,54649479.391683,10
clean_4KAK,-8.0,0.38,5013.955943,498166.167838,10
clean_4KFJ,-8.0,-4.07,185751.977858,18455557.252784,10
clean_4L41,-8.0,-11.75,536762794.872439,53330557263.381966,10
clean_4L6C,-8.0,-14.44,106358.280924,10567324.049703,10
clean_4M6K,-8.0,-7.36,2433.284893,241761.240828,10
clean_4MNF,-8.0,0.84,1217914.947144,121007050.881788,10
clean_4NGM,-8.0,-5.30,866611929.572962,86103019018.306259,10
clean_4O12,-8.0,-7.31,6587247974.040042,654482033113.203125,10
clean_4OC2,-8.0,-5.81,1362404.589447,135362951.135023,10
clean_4OC3,-8.0,-8.70,53885198.512224,5353813066.697032,10
clean_4P45,-8.0,-16.08,24865515.742784,2470536005.609734,10
clean_4QJO,-8.0,-3.98,419055487.537075,41635640338.934952,10
clean_4R8M,-8.0,-9.99,156831.289253,15582115.847294,10
clean_4RUN,-8.0,5.90,1592.967109,158270.700596,1
clean_4TWE,-8.0,-8.23,6640.848251,659807.53749,10
clean_4WHZ,-8.0,-1.37,7600.712716,755175.747346,10
clean_4XHD,-8.0,-6.33,47.584835,4727.834709,10
clean_4XT2,-8.0,-9.39,0.307217,30.523867,10
clean_4YVV,-8.0,-9.62,1131.414887,112412.758445,10
clean_4ZG7,-8.0,-7.30,3.784532,376.015661,10
clean_4ZI1,-8.0,-1.94,0.049042,4.872596,10
clean_4ZZJ,-8.0,-6.38,21765352.947794,2162516502.314373,10
clean_5ADI,-8.0,-11.49,13.530717,1344.356697,10
clean_5ADQ,-8.0,-9.74,158441405.76861,15742090442.840147,10
clean_5ADS,-8.0,-5.86,26402.266242,2623221.253647,10
clean_5BMY,-8.0,-7.86,5793.386506,575607.202629,10
clean_5BV6,-8.0,1.68,538611.851341,53514271.955976,4
clean_5CXY,-8.0,-1.49,4886967295678.884766,485549094863057.125,5
clean_5E8X,-8.0,-7.38,71413.757121,7095379.001513,10
clean_5E8Z,-8.0,-2.15,290.631048,28875.912943,10
clean_5E90,-8.0,-2.24,1366.881579,135807.766482,10
clean_5FSI,-8.0,1.05,2168.365044,215439.887477,2
clean_5FSO,-8.0,-3.67,495576.439442,49238449.338405,10
clean_5FTO,-8.0,-12.45,348.109916,34586.778304,10
clean_5H2U,-8.0,-7.48,16158.819228,1605474.228842,10
clean_5H6Y,-8.0,-7.65,156068.200886,15506298.506238,10
clean_5HIE,-8.0,-2.08,33.721855,3350.465641,10
clean_5ICP,-8.0,-7.24,4236.540468,420925.343904,10
clean_5IUI,-8.0,-7.23,10543851.224243,1047593959.310611,10
clean_5IXD,-8.0,-5.94,5214.000228,518041.750295,10
clean_5KCV,-8.0,-9.15,235000.431852,23348682.337038,10
clean_5LX9,-8.0,-7.63,1.563132,155.306424,10
clean_5M96,-8.0,-3.00,0.05626,5.589804,3
clean_5MK4,-8.0,5.12,24559.434871,2440125.061255,2
clean_5N65,-8.0,-3.33,1554.277821,154426.69115,10
clean_5NRF,-8.0,-11.63,45108.335793,4481779.862667,10
clean_5SDB,-8.0,-3.92,8988.743158,893084.778387,10
clean_5SF4,-8.0,-13.92,1214687.526684,120686387.577063,10
clean_5SKO,-8.0,-4.73,13.877819,1378.843351,4
clean_5SKS,-8.0,-10.23,1163141.96218,115565030.982118,10
clean_5U17,-8.0,-9.27,134786.863189,13391871.780859,5
clean_5U2V,-8.0,-7.50,52666.978845,5232775.740062,2
clean_5UAN,-8.0,-2.78,19.259806,1913.575619,10
clean_5UC3,-8.0,-3.04,34.265889,3404.518679,10
clean_5VUY,-8.0,-10.58,24600.62168,2444217.214344,10
clean_5X73,-8.0,-8.53,1.124364,111.712189,10
clean_5Y3O,-8.0,-6.68,225370.896954,22391931.110543,10
clean_5ZKP,-8.0,-11.13,268.567992,26683.817946,10
clean_5ZTY,-8.0,-14.30,0.603448,59.956176,10
clean_6AUZ,-8.0,-10.00,37.669861,3742.723384,10
clean_6AV0,-8.0,-10.68,40.379655,4011.957504,10
clean_6BD7,-8.0,-5.49,465074.162637,46207867.794081,10
clean_6BG2,-8.0,-8.14,85529.070607,8497818.852714,10
clean_6EQ3,-8.0,-6.16,473036.980649,46999020.843414,5
clean_6F0A,-8.0,-2.26,11503.491784,1142939.922768,7
clean_6GXK,-8.0,-11.12,212926608.148995,21155517441.342556,10
clean_6HHF,-8.0,-10.34,13922.993979,1383331.771113,10
clean_6HL1,-8.0,-6.60,20.872704,2073.826535,10
clean_6JAT,-8.0,-9.21,80268502.209772,7975150279.485115,10
clean_6JVT,-8.0,-7.80,137890.964122,13700282.561426,10
clean_6KPF,-8.0,-7.79,17686.360965,1757244.53188,10
clean_6LB6,-8.0,-1.95,15.820152,1571.82568,10
clean_6NJH,-8.0,-9.17,4.219476,419.229886,10
clean_6NJI,-8.0,-10.27,0.011598,1.15231,10
clean_6PNA,-8.0,-11.06,146.014034,14507.357576,10
clean_6PNG,-8.0,-8.43,14.057678,1396.713392,10
clean_6POA,-8.0,-1.93,9248525.658422,918895705.775486,10
clean_6PXR,-8.0,-8.98,5.874432,583.659583,10
clean_6S1H,-8.0,-8.47,47285.457942,4698089.820242,10
clean_6SKH,-8.0,-8.75,4683835517999.458984,465366751740487.125,10
clean_6T8P,-8.0,-9.20,29727.225417,2953575.606487,10
clean_6VFB,-8.0,-7.84,1958020.650982,194540928.409344,10
clean_6X5Y,-8.0,0.72,297.197539,29528.332643,10
clean_7AXK,-8.0,-6.50,181.166117,17999.924825,10
clean_7BOT,-8.0,-1.60,94589.474155,9398023.514512,10
clean_7E7B,-8.0,1.85,1.363897,135.511238,5
clean_7JVG,-8.0,-9.65,1478064.757001,146854472.618491,10
clean_7JZ5,-8.0,-9.98,1606.020411,159567.62337,10
clean_7KTL,-8.0,-8.27,230932.531437,22944512.379457,10
clean_7LHN,-8.0,-10.46,178.608697,17745.830048,10
clean_7LHO,-8.0,-3.86,90.021275,8944.145887,8
clean_7NH4,-8.0,-11.59,275.857908,27408.11419,10
clean_7OKT,-8.0,-5.13,174.161713,17303.995895,10
clean_7PRM,-8.0,-1.82,1623.491866,161303.51577,10
clean_7R3Z,-8.0,-10.75,29750.988823,2955936.641303,4
clean_7RKL,-8.0,-14.61,467.980098,46496.589656,10
clean_7RRB,-8.0,-1.36,24.093061,2393.788106,10
clean_7US8,-8.0,-11.47,689.217213,68477.805116,10
clean_7UY1,-8.0,-9.12,52657.945176,5231878.191634,10
clean_7VQ2,-8.0,-8.56,1.750653,173.937729,10
clean_7X3M,-8.0,-2.00,1262229.311167,125409944.954714,10
clean_7XWR,-8.0,-2.31,0.385125,38.264439,9
clean_8A0T,-8.0,-12.11,110.03023,10932.153863,10
clean_8BPC,-8.0,-7.84,5116169.360013,508321675.104503,10
clean_8C8C,-8.0,-4.39,76.281295,7578.997669,10
clean_8DB2,-8.0,1.55,10555.145051,1048716.067768,7
clean_8ELL,-8.0,-8.45,254076.575629,25244010.008353,10
clean_8FGJ,-8.0,-10.31,110.215477,10950.559288,10
clean_8ID9,-8.0,-1.36,21.899657,2175.860433,10
clean_8IVU,-8.0,-1.92,589390491.665191,58559430099.31089,10
clean_8QT0,-8.0,11.78,1983820.409526,197104286.960963,1
clean_8QT2,-8.0,-2.37,2042.084615,202893.18028,10
clean_8QT3,-8.0,-5.47,3532.124863,350937.488716,10
clean_8RCE,-8.0,-3.66,7.479811,743.163448,7
clean_8SRX,-8.0,1.59,271.599695,26985.035476,3
clean_8XMM,-8.0,-10.07,1.770312,175.890964,10
clean_9CJ4,-8.0,2.38,476.708135,47363.771701,10
clean_9CK0,-8.0,-13.34,741.156174,73638.247932,10
O00519,-8.0,-4.00,15.23932,1514.116548,10
O75072,-8.0,-11.15,134792.508187,13392432.644761,10
Q96SL1,-8.0,-0.60,62416.347099,6201433.11895,10
Q9NY47,-8.0,-9.83,41771342.204074,4150229819.695498,10
A6NJ78,-7.9,0.58,194406.550322,19315440.196943,7
clean_1DRF,-7.9,-5.42,95.686832,9507.052517,10
clean_1EH3,-7.9,-1.65,1815257080.624543,180356523609.303436,10
clean_1KMV,-7.9,-10.59,41.560666,4129.297868,10
clean_1MH9,-7.9,-6.60,4035568.442764,400957584.957569,10
clean_1MVC,-7.9,-6.18,1.068246,106.136551,10
clean_1ROR,-7.9,-8.49,5825160.735485,578764160.146385,10
clean_1S3W,-7.9,-4.06,1065.805683,105894.096147,10
clean_1X7J,-7.9,-2.07,0.321333,31.926333,9
clean_1XMI,-7.9,-5.88,2351.199433,233605.565018,10
clean_1XP0,-7.9,-11.54,201.617007,20031.841735,10
clean_1Y0S,-7.9,-4.62,51535.214925,5120328.303146,10
clean_1YYE,-7.9,-3.90,0.075624,7.513706,10
clean_2CFT,-7.9,0.84,15104220.535366,1500693613.407968,10
clean_2E4A,-7.9,-6.50,7916.266489,786527.880347,10
clean_2ELA,-7.9,-7.78,225671.425313,22421790.379863,10
clean_2J60,-7.9,-4.06,1607465.841116,159711235.405136,10
clean_2JLP,-7.9,1.07,21854721236.735783,2171395770207.904541,10
clean_2O9I,-7.9,-10.70,305.000495,30303.602511,10
clean_2OOT,-7.9,-10.66,924904526.005071,91894733126.942505,10
clean_2P7G,-7.9,9.53,1.235284,122.732793,1
clean_2PLA,-7.9,-4.68,8099176.002837,804701022.000139,8
clean_2PNR,-7.9,-3.25,290.90977,28903.605647,1
clean_2RCT,-7.9,-5.39,40.003476,3974.581834,10
clean_2XEF,-7.9,-6.75,200874545.3178,19958073741.628513,10
clean_2XKW,-7.9,-10.76,1509.495282,149977.28109,10
clean_2YCQ,-7.9,-9.87,87493.337383,8692980.37055,10
clean_2ZEJ,-7.9,NA,NA,NA,0
clean_2ZY0,-7.9,-3.03,8.330122,827.6469,10
clean_3A7E,-7.9,-7.27,14186.449522,1409507.636921,10
clean_3BJC,-7.9,-12.83,156.188831,15518.283815,10
clean_3D5Q,-7.9,-8.45,11.115222,1104.363006,10
clean_3DQV,-7.9,-8.23,0.474475,47.141895,10
clean_3E7V,-7.9,-1.48,233116841.980199,23161536546.582466,10
clean_3EIG,-7.9,-3.89,23160670.938419,2301149594.455858,10
clean_3FZT,-7.9,-6.13,70675.121017,7021991.137377,10
clean_3GCP,-7.9,-0.14,9849.494636,978605.526956,10
clean_3HC5,-7.9,-3.36,10.823036,1075.332576,10
clean_3KCF,-7.9,-13.56,147.903536,14695.09076,10
clean_3MVH,-7.9,-10.16,1716921.859181,170586337.955003,10
clean_3NAX,-7.9,0.20,86.809457,8625.032828,7
clean_3NXR,-7.9,0.71,12.776841,1269.45465,5
clean_3O56,-7.9,-7.34,3894385.810364,386930255.690845,10
clean_3O64,-7.9,1.91,2739.405284,272176.11161,2
clean_3O96,-7.9,-11.57,4228454.586264,420121963.747443,10
clean_3OLS,-7.9,-4.47,27837.885152,2765858.480412,10
clean_3P89,-7.9,-7.17,15.070703,1497.363448,10
clean_3Q27,-7.9,-9.18,976689.303184,97039856.915507,10
clean_3Q93,-7.9,0.19,46735.043449,4643402.886111,6
clean_3QZS,-7.9,-7.40,30061.930135,2986830.499089,10
clean_3R9A,-7.9,-3.94,3563.005899,354005.702195,10
clean_3RUU,-7.9,-3.56,11.03393,1096.286207,10
clean_3S32,-7.9,NA,NA,NA,0
clean_3SX7,-7.9,-14.99,7550.229193,750159.910842,10
clean_3TGG,-7.9,-6.94,674.378582,67003.499354,10
clean_3TV6,-7.9,-7.58,786821.013761,78175319.771139,10
clean_3U9Y,-7.9,-7.16,26134721711.538357,2596639122745.043457,10
clean_3UVV,-7.9,1.46,1.61532,160.491567,10
clean_3V9H,-7.9,NA,NA,NA,0
clean_3VKK,-7.9,2.68,128.381167,12755.427981,8
clean_3VN2,-7.9,-1.93,32.161841,3195.469083,10
clean_3ZR1,-7.9,1.63,117389.536423,11663344.505491,2
clean_4BFP,-7.9,-9.43,5410690.792962,537584120.816561,10
clean_4BHG,-7.9,-4.72,13140490.480251,1305585421.941366,3
clean_4C02,-7.9,-2.10,444808.029962,44194307.689948,10
clean_4DJN,-7.9,-7.33,32742.552069,3253166.137348,10
clean_4GHI,-7.9,3.89,0.091036,9.044989,1
clean_4H1M,-7.9,-4.74,2.81307,279.495162,10
clean_4IA0,-7.9,-13.84,156.001702,15499.691452,10
clean_4L3O,-7.9,-6.32,60147681.162634,5976027744.74298,10
clean_4LQG,-7.9,-1.78,31518565.978958,3131555882.51967,10
clean_4MCP,-7.9,-7.80,260791.960627,25911223.212348,10
clean_4MWO,-7.9,-7.66,71297.294129,7083807.714639,10
clean_4NGP,-7.9,-5.41,378923319.597538,37648272173.986542,10
clean_4OC1,-7.9,-12.96,1545921.138153,153596405.284612,10
clean_4OC5,-7.9,-10.19,667198.611923,66290126.884901,10
clean_4P4I,-7.9,-4.93,864323.982306,85875697.929923,10
clean_4PJA,-7.9,-6.10,211.802979,21043.878265,3
clean_4PJE,-7.9,-5.57,7123.604394,707772.214637,1
clean_4QZT,-7.9,-6.33,41.038641,4077.431648,10
clean_4QZU,-7.9,-3.37,1.398445,138.94377,10
clean_4USW,-7.9,-0.34,9772.374952,970943.230351,10
clean_4UVS,-7.9,NA,NA,NA,1
clean_4UVU,-7.9,-10.17,345906.659708,34367871.804013,5
clean_4V3E,-7.9,-10.97,70.876951,7042.044185,10
clean_4X0U,-7.9,-4.77,492.895686,48972.100614,10
clean_4X2J,-7.9,-9.07,928.630068,92264.887756,10
clean_4X3R,-7.9,-4.30,8357848419.157154,830401655953.918823,10
clean_4Y63,-7.9,-9.74,48158.117435,4784793.700518,10
clean_4Z1H,-7.9,-3.08,118.407863,11764.521311,10
clean_4ZGU,-7.9,-10.73,112154.584897,11143221.119858,10
clean_4ZR2,-7.9,-3.75,83076.392715,8254130.802728,10
clean_5C1G,-7.9,-5.33,9685.177517,962279.649648,10
clean_5D7J,-7.9,-5.68,181425.094723,18025655.830748,3
clean_5DOT,-7.9,-7.18,264583.327684,26287917.945815,10
clean_5FE1,-7.9,-8.95,331981.796875,32984354.351289,10
clean_5FSL,-7.9,-5.45,91777.634935,9118650.663103,10
clean_5GHP,-7.9,1.59,4565033.244485,453563043.45218,9
clean_5HSU,-7.9,-6.90,1542.614164,153267.837816,10
clean_5HYN,-7.9,-5.72,4722.623591,469220.576166,10
clean_5HZI,-7.9,2.66,575124432.108938,57142012734.777618,10
clean_5K6J,-7.9,-10.14,15115967.959619,1501860789.463767,10
clean_5L0S,-7.9,-1.88,3958792676988.640625,393329458693524.5625,10
clean_5L7G,-7.9,-2.75,858.583058,85305.303143,10
clean_5LYQ,-7.9,0.94,1321.977702,131346.30086,10
clean_5ML3,-7.9,-5.08,1.70575,169.47633,10
clean_5NNE,-7.9,-7.86,1233.768431,122582.188278,10
clean_5O5R,-7.9,-7.26,3856156.093369,383131907.275389,10
clean_5O5U,-7.9,-7.03,65230689767.063492,6481054702718.380859,10
clean_5Q0L,-7.9,-10.92,23818.837551,2366542.338784,10
clean_5Q1E,-7.9,-6.84,33.81697,3359.915887,10
clean_5QIL,-7.9,-3.08,484.742034,48161.987064,10
clean_5SEA,-7.9,-10.68,18602028.884658,1848221553.589797,10
clean_5SF3,-7.9,-10.01,1482052.028061,147250631.572901,10
clean_5SJQ,-7.9,-11.37,40252.87099,3999360.726635,10
clean_5U1R,-7.9,-3.71,2.758724,274.095545,1
clean_5U3R,-7.9,-4.42,573.024014,56933.323804,10
clean_5U3S,-7.9,-10.74,113303.005732,11257323.519857,10
clean_5VXZ,-7.9,-3.55,3689258.980072,366549692.295506,10
clean_5XTE,-7.9,-9.12,48.602762,4828.971797,10
clean_5YJF,-7.9,-4.45,1340.168637,133153.677819,10
clean_5ZJ9,-7.9,-5.62,666184.10802,66189329.923906,7
clean_6AV2,-7.9,-10.58,1649.265334,163864.262122,10
clean_6BOJ,-7.9,-11.11,0.697324,69.283236,10
clean_6C6K,-7.9,NA,NA,NA,0
clean_6CHH,-7.9,-12.48,1107.819698,110068.436907,10
clean_6D6T,-7.9,-10.58,348.475153,34623.066775,10
clean_6D8X,-7.9,-7.42,1.322567,131.404837,10
clean_6DAV,-7.9,-4.11,851270.02955,84578710.542552,10
clean_6DK0,-7.9,1.18,642.912951,63877.202925,10
clean_6E43,-7.9,-8.84,833.663551,82829.402807,10
clean_6EA4,-7.9,-10.08,51030.139861,5070146.10922,10
clean_6G2N,-7.9,-5.05,127044125.831745,12622585045.702259,10
clean_6G38,-7.9,-6.88,5495.850194,546045.210764,10
clean_6H7Z,-7.9,-8.08,12052384621.661139,1197475671499.4646,10
clean_6HTY,-7.9,-6.86,372.265538,36986.782194,10
clean_6I63,-7.9,NA,NA,NA,0
clean_6I64,-7.9,NA,NA,NA,0
clean_6IE1,-7.9,-6.48,15761558.025393,1566003979.528995,10
clean_6IM5,-7.9,-1.15,0.030401,3.020472,10
clean_6IMR,-7.9,-6.89,131955246.339677,13110533905.007763,10
clean_6JVS,-7.9,1.51,0.499939,49.671912,10
clean_6K0T,-7.9,-7.21,337.451597,33527.811352,6
clean_6KE0,-7.9,-12.92,2909.22938,289049.139678,10
clean_6L65,-7.9,-3.42,275159613.900935,27338734513.44783,10
clean_6L6E,-7.9,-3.70,639.511593,63539.257844,10
clean_6LZZ,-7.9,-8.48,664039.451083,65976245.57705,10
clean_6NJJ,-7.9,-10.63,0.017504,1.739137,10
clean_6O4K,-7.9,0.59,21243.682324,2110685.441475,3
clean_6P1R,-7.9,-7.98,234816463.374933,23330403981.106297,10
clean_6PNE,-7.9,-11.25,1491.749055,148214.088575,10
clean_6T1S,-7.9,-1.32,3898.568731,387345.853595,6
clean_6T4K,-7.9,NA,NA,NA,0
clean_6UEL,-7.9,-7.35,511775.538295,50847925.586055,10
clean_6VR6,-7.9,NA,NA,NA,0
clean_6WAU,-7.9,-16.11,212889.241328,21151804.826793,10
clean_6WBW,-7.9,NA,NA,NA,0
clean_6WH4,-7.9,-3.96,35.411689,3518.360669,10
clean_6WV5,-7.9,-7.24,10.247103,1018.110245,10
clean_6X3T,-7.9,-3.63,4865.412597,483407.508109,10
clean_6X3V,-7.9,-8.38,18898.356989,1877663.502762,10
clean_6XEB,-7.9,-6.47,15037464.254801,1494060982.239524,10
clean_6YA6,-7.9,-8.25,3788837.752502,376443432.092741,10
clean_6YZ4,-7.9,-5.73,3.799137,377.466734,10
clean_6Z1W,-7.9,-0.99,2.053607,204.037973,7
clean_6ZE8,-7.9,-11.25,1915.675236,190333.661056,10
clean_7AVQ,-7.9,-7.41,2929599.595981,291073041.024328,10
clean_7D2S,-7.9,NA,NA,NA,0
clean_7ESE,-7.9,-5.24,18706.706508,1858621.894417,10
clean_7ET7,-7.9,-9.79,5818.465573,578098.956154,10
clean_7F5E,-7.9,-9.54,29210.066045,2902192.765186,10
clean_7JWD,-7.9,-3.09,81580617.115446,8105516653.201121,10
clean_7KTC,-7.9,-8.15,4430906.738167,440236782.030811,10
clean_7MRU,-7.9,-7.81,2302.182244,228735.417523,10
clean_7NH5,-7.9,-10.55,77.184293,7668.715905,10
clean_7ORF,-7.9,-5.99,113.636226,11290.430888,10
clean_7PAC,-7.9,-12.62,1889.487375,187731.742191,10
clean_7PAD,-7.9,NA,NA,NA,0
clean_7RWP,-7.9,-5.50,908352.7612,90250217.431821,10
clean_7RZJ,-7.9,1.09,157918705.371791,15690157067.966877,10
clean_7S1N,-7.9,0.15,305918.680589,30394829.650922,10
clean_7S8C,-7.9,-2.51,683.375692,67897.415466,10
clean_7SCE,-7.9,NA,NA,NA,0
clean_7SES,-7.9,-11.60,6658846.130138,661595733.243344,10
clean_7UKC,-7.9,-3.42,4.53866,450.942697,10
clean_7UW2,-7.9,-1.31,1.016868,101.031857,10
clean_7VUE,-7.9,-5.95,0.555415,55.183787,10
clean_7VUG,-7.9,-12.16,126849790.739426,12603276705.280325,10
clean_7W2P,-7.9,-0.11,1024680.448773,101808060.975853,7
clean_7W7W,-7.9,5.24,40.440841,4018.036624,5
clean_7WMT,-7.9,-8.00,11111.16851,1103960.285944,10
clean_7WQS,-7.9,-3.25,656074791.704715,65184909577.022385,10
clean_7X3L,-7.9,-8.97,24275742.754392,2411938572.199121,10
clean_7XVF,-7.9,-8.29,6.361109,632.013741,10
clean_7XVZ,-7.9,NA,NA,NA,0
clean_7ZJP,-7.9,0.02,81.572406,8104.700785,9
clean_7ZUY,-7.9,-4.88,491992811.665242,48882394730.657532,10
clean_8AG2,-7.9,-5.72,7026.187002,698093.220775,10
clean_8B8X,-7.9,1.19,545146.850353,54163562.745833,10
clean_8BEM,-7.9,-10.89,3488.323311,346585.545524,10
clean_8C3P,-7.9,-7.72,117.660646,11690.280844,10
clean_8CCY,-7.9,-9.91,13252.690014,1316733.109031,10
clean_8D6N,-7.9,-1.93,46.290125,4599.197593,10
clean_8IEO,-7.9,6.87,151530624.11256,15055463425.536781,5
clean_8JT9,-7.9,-13.95,1149.373012,114197.004412,10
clean_8QP9,-7.9,-5.15,20.264797,2013.42742,10
clean_8QTU,-7.9,-8.39,45408.900091,4511642.70273,10
clean_8QW6,-7.9,-17.25,1599.789408,158948.536422,10
clean_8SVU,-7.9,-9.81,860.848214,85530.359758,10
clean_8TOR,-7.9,-13.05,378231.077763,37579493.854839,10
clean_8V8U,-7.9,-7.19,10096.172139,1003114.395352,10
clean_8VME,-7.9,-2.04,79370.193378,7885897.985814,10
clean_8W4A,-7.9,0.61,4498636.055395,446966090.144864,10
clean_8XQL,-7.9,9.49,5.087784,505.501443,2
clean_9BFJ,-7.9,-11.31,199126.241852,19784369.455468,10
clean_9CHT,-7.9,8.33,52909.01035,5256823.001074,1
O15321,-7.9,-0.87,80.673208,8015.360197,10
O43593,-7.9,NA,NA,NA,0
P0DTE4,-7.9,1.69,9.883988,982.032612,10
P36897,-7.9,-4.59,33.41181,3319.660828,10
Q15392,-7.9,-7.98,1920.464525,190809.505211,10
Q9H2A9,-7.9,-4.96,151879.638929,15090140.111132,10
Q9UF12,-7.9,0.99,7315.696874,726857.738216,10
Q9Y6L6,-7.9,-2.62,3612.801976,358953.236895,10
clean_1B8M,-7.8,-2.18,15076414.926313,1497930961.748786,3
clean_1BND,-7.8,-2.08,2438259866.07244,242255533827.53479,2
clean_1HFR,-7.8,-5.96,58977.42278,5859755.655348,10
clean_1MKD,-7.8,-9.25,4684665.508465,465449216.200498,10
clean_1N0W,-7.8,NA,NA,NA,0
clean_1NST,-7.8,7.94,10560980.159739,1049295820.326422,3
clean_1OR2,-7.8,-5.46,1857.155465,184519.375868,10
clean_1Q20,-7.8,-7.72,385799789.758986,38331490141.4356,10
clean_1RO9,-7.8,-8.07,3606343.996539,358311598.449364,10
clean_1T8T,-7.8,-2.17,2772.898147,275503.82557,10
clean_1UHL,-7.8,0.00,556.306327,55272.322746,10
clean_1UNG,-7.8,-2.43,785666.305985,78060592.726458,10
clean_1X7B,-7.8,-3.58,0.221369,21.994323,10
clean_1XOZ,-7.8,-5.92,618.534991,61455.108435,10
clean_1Y2J,-7.8,-9.44,16469573.862485,1636349539.064989,10
clean_2AE7,-7.8,-8.45,116090.322618,11534259.93241,10
clean_2AES,-7.8,-10.39,113187697.56966,11245866972.17651,10
clean_2AH9,-7.8,-12.39,10529322.046412,1046150399.589854,10
clean_2BXR,-7.8,-4.43,20.412697,2028.122175,10
clean_2C3K,-7.8,-4.16,2562151.990325,254564948.88028,10
clean_2CIJ,-7.8,-13.26,242758.934801,24119535.47686,10
clean_2ELB,-7.8,-6.65,379.654887,37720.957686,10
clean_2FV5,-7.8,-5.33,17146.344126,1703590.666119,7
clean_2H42,-7.8,-11.01,5918.720244,588059.850523,10
clean_2I0G,-7.8,-7.61,0.046344,4.604581,10
clean_2J14,-7.8,-4.69,0.002791,0.277273,10
clean_2JJ3,-7.8,0.37,2.243353,222.890403,10
clean_2NV7,-7.8,-3.47,3.650955,362.743991,10
clean_2OAX,-7.8,-8.16,11.558808,1148.435929,10
clean_2P1T,-7.8,0.78,162.738438,16169.025989,10
clean_2P1U,-7.8,3.11,3.014462,299.504592,10
clean_2P1V,-7.8,-4.30,5.871342,583.352554,10
clean_2P2I,-7.8,-4.07,3904.155992,387900.980999,10
clean_2PG5,-7.8,-0.70,31.202877,3100.19031,10
clean_2PNU,-7.8,-3.35,0.84386,83.842492,10
clean_2PX6,-7.8,-10.08,37371.607808,3713090.194204,10
clean_2XEG,-7.8,-7.52,8326823.429257,827319139.773069,10
clean_2XEI,-7.8,-7.50,10659688885.560984,1059103115849.053223,10
clean_2XEJ,-7.8,-6.39,618634474.440838,61464992692.181381,10
clean_2Y74,-7.8,-14.44,232994.74842,23149405.829476,10
clean_2YIS,-7.8,-4.53,1275284.329069,126707038.170731,10
clean_2YIT,-7.8,-0.17,894925.6621,88916155.748927,10
clean_2Z4B,-7.8,-8.25,0.091101,9.051431,10
clean_2ZDU,-7.8,-9.51,3178.185339,315771.504306,10
clean_2ZXZ,-7.8,-3.47,7341.909683,729462.135857,10
clean_3ADX,-7.8,-5.46,2268.123814,225351.511164,10
clean_3B3K,-7.8,-6.01,1.60025,158.994291,10
clean_3BUV,-7.8,-1.42,266886.427797,26516744.559079,10
clean_3BV7,-7.8,-3.25,927328.499265,92135569.201962,10
clean_3BWM,-7.8,-11.88,23955398.85686,2380110511.956277,10
clean_3BZU,-7.8,-3.80,2243.163855,222871.591608,10
clean_3C4C,-7.8,0.28,3719457.296323,369550073.561648,10
clean_3CMF,-7.8,-4.18,19737.467937,1961034.136727,10
clean_3EQR,-7.8,-13.15,4374.513739,434633.804093,10
clean_3FEE,-7.8,-10.18,170399.220051,16930169.991994,10
clean_3GHC,-7.8,-1.66,4317.556712,428974.786725,10
clean_3GP0,-7.8,-0.18,131.518368,13067.127461,9
clean_3GYF,-7.8,-0.24,3211.859111,319117.19274,10
clean_3HC8,-7.8,-7.56,32.222127,3201.458799,10
clean_3HMM,-7.8,-4.65,91.725418,9113.462602,10
clean_3HV4,-7.8,-1.31,35.336944,3510.934328,10
clean_3IPU,-7.8,-2.68,72545.549693,7207829.285188,10
clean_3IWW,-7.8,-10.23,70329950.984845,6987696453.923322,10
clean_3L6R,-7.8,3.20,2571316474.48789,255475494566.538757,2
clean_3LAW,-7.8,-5.82,52543.142413,5220471.858348,10
clean_3MFU,-7.8,-3.65,4909997.816563,487837313.280115,10
clean_3NXT,-7.8,-0.17,593.918596,59009.324003,10
clean_3O0J,-7.8,-11.11,1397059.048547,138806076.539995,10
clean_3O57,-7.8,-7.68,413337.936786,41067567.866976,10
clean_3PTZ,-7.8,-5.70,52531781.075076,5219343042.279186,10
clean_3Q26,-7.8,-7.55,5771.930771,573475.448461,10
clean_3QZT,-7.8,-5.70,2987.943902,296869.892754,7
clean_3R8H,-7.8,-7.34,477005453.857787,47393312120.214516,10
clean_3RHK,-7.8,-2.97,220323.152893,21890407.893484,10
clean_3SKC,-7.8,-11.47,3770.016221,374573.401677,10
clean_3SMN,-7.8,-0.49,66.157714,6573.159998,6
clean_3TG5,-7.8,-7.62,10946818.191724,1087631110.059118,10
clean_3TGE,-7.8,-2.05,10.23514,1016.921693,10
clean_3UZW,-7.8,-14.52,2651.505082,263442.706806,10
clean_3UZX,-7.8,-6.29,1922493456.552008,191011091589.329712,10
clean_3UZZ,-7.8,-5.66,1405700.801078,139664685.748037,10
clean_3V0M,-7.8,-6.90,2544.223472,252783.644604,10
clean_3W6O,-7.8,-3.52,1261967626.193754,125383945005.455063,10
clean_4BKJ,-7.8,-7.05,27.548314,2737.08783,10
clean_4CLP,-7.8,NA,NA,NA,0
clean_4CWD,-7.8,-2.02,25157.118904,2499508.503753,2
clean_4E8A,-7.8,-3.03,12.037506,1195.99739,10
